date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:09	17530/17530	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2007:04:44%20GMT	https://www.the303.org/tutorials/gold_mdl_repair.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_repair.html	(from https://www.the303.org/tutorials/index.html)
01:03:09	2924/2924	---M-Z	200	added ('OK')	text/html	date:Sun,%2029%20Jan%202017%2007:34:26%20GMT	https://www.the303.org/tutorials/gold_flappyjaws.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_flappyjaws.html	(from https://www.the303.org/tutorials/index.html)
01:03:09	870/870	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202016%2023:39:15%20GMT	https://www.the303.org/tutorials/gold_remap.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_remap.html	(from https://www.the303.org/tutorials/index.html)
01:03:09	4579/4579	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:34:24%20GMT	https://www.the303.org/tutorials/sven_fullbright.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/sven_fullbright.html	(from https://www.the303.org/tutorials/index.html)
01:03:10	6954/6954	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Dec%202018%2020:22:53%20GMT	https://www.the303.org/tutorials/gold_player_sven_comp.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_player_sven_comp.html	(from https://www.the303.org/tutorials/index.html)
01:03:10	9975/9975	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202019%2006:33:39%20GMT	https://www.the303.org/tutorials/gold_mdl_chrome.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_chrome.html	(from https://www.the303.org/tutorials/index.html)
01:03:10	7971/7971	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2007:26:52%20GMT	https://www.the303.org/tutorials/gold_func_vehicle.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_func_vehicle.html	(from https://www.the303.org/tutorials/index.html)
01:03:10	6303/6303	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Oct%202011%2017:39:11%20GMT	https://www.the303.org/tutorials/spraylogo.html	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/spraylogo.html	(from https://www.the303.org/tutorials/index.html)
01:03:10	1901/1901	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Jun%202011%2020:25:08%20GMT	https://www.the303.org/tutorials/voicerecord.html	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/voicerecord.html	(from https://www.the303.org/tutorials/index.html)
01:03:11	1486/1486	U-----	200	untouched ('OK')	text/css	date:Sat,%2029%20Jul%202023%2023:59:11%20GMT	https://www.the303.org/303style.css	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/303style.css	(from https://www.the303.org/goldsrc/index.html)
01:03:11	32879/32879	U-----	200	untouched ('')	image/jpeg	date:Sat,%2001%20Oct%202011%2005:57:43%20GMT	https://www.the303.org/goldsrc/goldsrctitle.jpg	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/goldsrc/goldsrctitle.jpg	(from https://www.the303.org/goldsrc/index.html)
01:03:11	13684/13684	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Apr%202018%2006:33:20%20GMT	https://www.the303.org/tutorials/goldsrclogoimages/goldsrcchart.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldsrclogoimages/goldsrcchart.png	(from https://www.the303.org/tutorials/goldsrcspraylogo.html)
01:03:11	2150/2150	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Apr%202018%2006:49:43%20GMT	https://www.the303.org/tutorials/goldspray00.html	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldspray00.html	(from https://www.the303.org/tutorials/goldsrcspraylogo.html)
01:03:11	3195/3195	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2006:49:03%20GMT	https://www.the303.org/tutorials/goldspray01.html	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldspray01.html	(from https://www.the303.org/tutorials/goldsrcspraylogo.html)
01:03:12	5567/5567	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2006:59:11%20GMT	https://www.the303.org/tutorials/goldspray02.html	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldspray02.html	(from https://www.the303.org/tutorials/goldsrcspraylogo.html)
01:03:12	6569/6569	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2007:12:09%20GMT	https://www.the303.org/tutorials/goldspray03.html	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldspray03.html	(from https://www.the303.org/tutorials/goldsrcspraylogo.html)
01:03:12	829/829	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Apr%202018%2007:23:42%20GMT	https://www.the303.org/tutorials/goldspray04.html	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldspray04.html	(from https://www.the303.org/tutorials/goldsrcspraylogo.html)
01:03:13	128366/128366	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jan%202016%2022:30:13%20GMT	https://www.the303.org/tutorials/goldteximages/introtex.jpg	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldteximages/introtex.jpg	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:13	159564/159564	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Nov%202016%2006:41:16%20GMT	https://www.the303.org/tutorials/goldteximages/introtex2.jpg	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldteximages/introtex2.jpg	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:13	7538/7538	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Apr%202024%2007:26:01%20GMT	https://www.the303.org/tutorials/gold_texture_p1.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p1.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:13	5000/5000	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Apr%202024%2007:26:21%20GMT	https://www.the303.org/tutorials/gold_texture_p2.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p2.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:14	2419/2419	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2008:21:12%20GMT	https://www.the303.org/tutorials/gold_texture_p3.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p3.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:14	3833/3833	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Apr%202024%2007:26:17%20GMT	https://www.the303.org/tutorials/gold_texture_p4.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p4.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:14	4173/4173	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Apr%202024%2007:26:10%20GMT	https://www.the303.org/tutorials/gold_texture_p5.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p5.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:14	4994/4994	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Apr%202024%2007:26:06%20GMT	https://www.the303.org/tutorials/gold_texture_p6.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p6.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:14	4208/4208	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2008:21:36%20GMT	https://www.the303.org/tutorials/gold_texture_p7.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p7.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:15	19179/19179	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2008:21:40%20GMT	https://www.the303.org/tutorials/gold_texture_p8.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p8.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:15	6156/6156	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2008:21:43%20GMT	https://www.the303.org/tutorials/gold_texture_p9.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_texture_p9.html	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:15	28806/28806	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Jan%202017%2023:15:16%20GMT	https://www.the303.org/tutorials/goldsprimages/spritetut.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldsprimages/spritetut.png	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:15	2462951/2462951	---M--	200	added ('OK')	application/x-rar-compressed	date:Tue,%2017%20Jan%202017%2023:41:57%20GMT	https://www.the303.org/tutorials/tutfiles/textest_examples.rar	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/tutfiles/textest_examples.rar	(from https://www.the303.org/tutorials/gold_texture.htm)
01:03:16	144901/144901	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2023:45:36%20GMT	https://www.the303.org/tutorials/goldsprimages/sp_types.jpg	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldsprimages/sp_types.jpg	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:16	305490/305490	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2023:42:18%20GMT	https://www.the303.org/tutorials/goldsprimages/sp_view.jpg	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldsprimages/sp_view.jpg	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:16	5231/5231	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202017%2002:50:43%20GMT	https://www.the303.org/tutorials/gold_sprite_p1.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_sprite_p1.html	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:16	3069/3069	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202017%2003:23:36%20GMT	https://www.the303.org/tutorials/gold_sprite_p2.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_sprite_p2.html	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:16	543423/543423	---M--	200	added ('OK')	application/x-rar-compressed	date:Sat,%2021%20Jan%202017%2004:01:44%20GMT	https://www.the303.org/tutorials/tutfiles/sprite_examples.rar	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/tutfiles/sprite_examples.rar	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:17	3912/3912	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202017%2003:24:33%20GMT	https://www.the303.org/tutorials/gold_sprite_p3.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_sprite_p3.html	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:17	5499/5499	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202017%2003:00:20%20GMT	https://www.the303.org/tutorials/gold_sprite_p4.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_sprite_p4.html	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:17	13187/13187	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202017%2003:12:14%20GMT	https://www.the303.org/tutorials/gold_sprite_p5.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_sprite_p5.html	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:17	8037/8037	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202017%2003:12:14%20GMT	https://www.the303.org/tutorials/gold_sprite_p6.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_sprite_p6.html	(from https://www.the303.org/tutorials/gold_sprite.htm)
01:03:18	119279/119279	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Apr%202018%2007:22:42%20GMT	https://www.the303.org/goldsrc/goldsrc-model-flowchart-compile.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/goldsrc/goldsrc-model-flowchart-compile.png	(from https://www.the303.org/goldsrc/gmdlflowchart.html)
01:03:18	10910/10910	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Oct%202011%2018:42:15%20GMT	https://www.the303.org/source/REF.jpg	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/source/REF.jpg	(from https://www.the303.org/goldsrc/gmdlflowchart.html)
01:03:18	63447/63447	---M--	200	added ('OK')	image/gif	date:Fri,%2014%20Oct%202011%2018:42:15%20GMT	https://www.the303.org/source/animation.gif	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/source/animation.gif	(from https://www.the303.org/goldsrc/gmdlflowchart.html)
01:03:19	32253/32253	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jul%202018%2006:16:02%20GMT	https://www.the303.org/tutorials/goldphysimages/bakedphys_header.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldphysimages/bakedphys_header.png	(from https://www.the303.org/tutorials/gold_mdl_phys.htm)
01:03:19	2185/2185	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2022:17:13%20GMT	https://www.the303.org/tutorials/gold_mdl_3ds.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_3ds.html	(from https://www.the303.org/tutorials/gold_mdl_phys.htm)
01:03:19	10638/10638	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Dec%202020%2008:19:24%20GMT	https://www.the303.org/tutorials/gold_mdl_blend.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_blend.html	(from https://www.the303.org/tutorials/gold_mdl_phys.htm)
01:03:19	8849/8849	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jul%202018%2005:51:44%20GMT	https://www.the303.org/tutorials/gold_mdl_phys_3ds.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_phys_3ds.html	(from https://www.the303.org/tutorials/gold_mdl_phys.htm)
01:03:19	11648/11648	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Apr%202022%2020:17:48%20GMT	https://www.the303.org/tutorials/gold_mdl_phys_blend.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_phys_blend.html	(from https://www.the303.org/tutorials/gold_mdl_phys.htm)
01:03:26	29771/29771	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Mar%202019%2005:06:02%20GMT	https://www.the303.org/tutorials/goldaniremapimages/aniremap_header.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldaniremapimages/aniremap_header.png	(from https://www.the303.org/tutorials/gold_mdl_aniremap.htm)
01:03:28	52361/52361	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Mar%202018%2020:46:42%20GMT	http://www.the303.org/imaeg/bakedprocess_thumb.jpg	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/imaeg/bakedprocess_thumb.jpg	(from https://www.the303.org/tutorials/gold_mdl_tex_links.htm)
01:03:29	62683/62683	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jun%202017%2004:41:41%20GMT	http://the303.org/sven/sven_texflags00.jpg	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/the303.org/sven/sven_texflags00.jpg	(from https://www.the303.org/tutorials/gold_mdl_tex_links.htm)
01:03:31	463/463	---M--	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2005:06:35%20GMT	https://www.the303.org/tutorials/tutfiles/rename_template2.qc	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/tutfiles/rename_template2.html	(from https://www.the303.org/tutorials/gold_mdl_aniremap.htm)
01:03:35	462/462	---M--	200	added ('OK')	text/html	date:Thu,%2021%20Mar%202019%2005:06:35%20GMT	https://www.the303.org/tutorials/tutfiles/rename_template1.qc	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/tutfiles/rename_template1.html	(from https://www.the303.org/tutorials/gold_mdl_aniremap.htm)
01:03:40	4692/4692	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202020%2008:08:20%20GMT	https://www.the303.org/tutorials/gold_mdl_aniremap_frag.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_aniremap_frag.html	(from https://www.the303.org/tutorials/gold_mdl_aniremap.htm)
01:03:44	105973/105973	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Apr%202020%2023:43:29%20GMT	https://www.the303.org/tutorials/goldmdlimages/crowbar00.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldmdlimages/crowbar00.png	(from https://www.the303.org/tutorials/gold_mdl_aniremap.htm)
01:03:46	2449/2449	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202020%2008:11:48%20GMT	https://www.the303.org/tutorials/gold_mdl_aniprop_3ds.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_aniprop_3ds.html	(from https://www.the303.org/tutorials/gold_mdl_aniremap.htm)
01:03:52	1870/1870	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202020%2008:11:43%20GMT	https://www.the303.org/tutorials/gold_mdl_aniprop_blend.htm	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/gold_mdl_aniprop_blend.html	(from https://www.the303.org/tutorials/gold_mdl_aniremap.htm)
01:03:57	37032/37032	---M--	200	added ('OK')	image/png	date:Sat,%2007%20May%202022%2021:00:40%20GMT	https://www.the303.org/tutorials/golddynpcimages/dyn_npc_header.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/golddynpcimages/dyn_npc_header.png	(from https://www.the303.org/tutorials/gold_mdl_dynpc.htm)
01:05:39	686003/686003	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Sep%202018%2001:18:36%20GMT	https://www.the303.org/tutorials/goldmdlimages/linear_fix_max.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldmdlimages/linear_fix_max.png	(from https://www.the303.org/tutorials/gold_mdl_dynpc.htm)
01:05:55	783944/783944	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Sep%202018%2001:18:42%20GMT	https://www.the303.org/tutorials/goldmdlimages/linear_fix_blend.png	D:/GIT%20Storage/The-Specialists-Archive/tutorials/The303%20GoldSRC%20Tutorials/www.the303.org/tutorials/goldmdlimages/linear_fix_blend.png	(from https://www.the303.org/tutorials/gold_mdl_dynpc.htm)
